cycle,time_s,position_mm,read_count,raw_rate_hz
1,0.0005,0.0,2,200.0
1,0.0105,0.0,3,300.0
1,0.0205,0.0,2,200.0
1,0.0305,0.0,2,200.0
1,0.0405,0.0,2,200.0
1,0.0505,0.0,2,200.0
1,0.0605,0.0,2,200.0
1,0.0705,0.0112,2,200.0
1,0.0805,0.1118,3,300.0
1,0.0905,0.2149,2,200.0
1,0.1005,0.3317,2,200.0
1,0.1105,0.4758,2,200.0
1,0.1205,0.6137,2,200.0
1,0.1305,0.9276,3,300.0
1,0.1405,1.1951,2,200.0
1,0.1505,1.4708,2,200.0
1,0.1605,1.7714,2,200.0
1,0.1705,2.1516,2,200.0
1,0.1805,2.9395,3,300.0
1,0.1905,3.46,2,200.0
1,0.2005,3.934,2,200.0
1,0.2105,4.4455,2,200.0
1,0.2205,5.0183,2,200.0
1,0.2305,5.9564,3,300.0
1,0.2405,6.5703,2,200.0
1,0.2506,7.2955,2,200.0
1,0.2605,8.2571,2,200.0
1,0.2705,9.2281,2,200.0
1,0.2805,10.1989,2,200.0
1,0.2905,11.769,3,300.0
1,0.3005,13.0466,2,200.0
1,0.3105,14.4109,2,200.0
1,0.3205,15.6653,2,200.0
1,0.3305,16.7266,2,200.0
1,0.3405,18.6044,3,300.0
1,0.3505,19.6517,2,200.0
1,0.3605,20.3271,2,200.0
1,0.3705,20.9169,2,200.0
1,0.3805,21.5664,2,200.0
1,0.3905,22.1697,2,200.0
1,0.4005,22.5387,2,200.0
1,0.4105,22.7803,3,300.0
1,0.4205,22.985,2,200.0
1,0.4305,23.1432,2,200.0
1,0.4405,23.1625,2,200.0
1,0.4505,23.1545,2,200.0
1,0.4605,23.1364,2,200.0
1,0.4705,23.1239,2,200.0
1,0.4805,23.1398,3,300.0
1,0.4905,23.1557,2,200.0
1,0.5005,23.1625,2,200.0
1,0.5105,23.1636,2,200.0
1,0.5205,23.1591,2,200.0
1,0.5305,23.1466,3,300.0
1,0.5405,23.1398,2,200.0
1,0.5505,23.142,2,200.0
1,0.5605,23.142,2,200.0
1,0.5705,23.1102,2,200.0
1,0.5806,23.0292,2,200.0
1,0.5905,22.9271,2,200.0
1,0.6005,22.7792,3,300.0
1,0.6105,22.6312,2,200.0
1,0.6205,22.4543,2,200.0
1,0.6305,22.2543,2,200.0
1,0.6405,21.9896,3,300.0
1,0.6505,21.819,2,200.0
1,0.6605,21.5957,2,200.0
1,0.6705,21.3241,2,200.0
1,0.6805,20.8373,3,300.0
1,0.6905,20.3875,2,200.0
1,0.7005,19.8708,2,200.0
1,0.7105,19.3816,2,200.0
1,0.7205,18.8006,2,200.0
1,0.7305,18.1627,2,200.0
1,0.7405,17.5007,2,200.0
1,0.7505,16.8064,2,200.0
1,0.7605,15.9744,2,200.0
1,0.7705,14.4926,3,300.0
1,0.7805,13.322,2,200.0
1,0.7905,12.2336,2,200.0
1,0.8005,11.1096,2,200.0
1,0.8105,9.1501,3,300.0
1,0.8205,8.2092,2,200.0
1,0.8305,7.8266,2,200.0
1,0.8405,7.2987,2,200.0
1,0.8505,6.3636,2,200.0
1,0.8605,5.7411,2,200.0
1,0.8705,5.5616,2,200.0
1,0.8805,5.2477,3,300.0
1,0.8905,5.0884,2,200.0
1,0.9005,5.043,2,200.0
1,0.9105,5.0326,2,200.0
1,0.9205,5.0419,2,200.0
1,0.9305,5.043,2,200.0
1,0.9405,5.0407,3,300.0
1,0.9505,5.0442,2,200.0
1,0.9605,5.0465,2,200.0
1,0.9705,5.0535,2,200.0
1,0.9805,5.0581,2,200.0
1,0.9905,5.0408,2,200.0
1,1.0005,4.9866,2,200.0
1,1.0105,4.8926,2,200.0
1,1.0206,4.7966,2,200.0
1,1.0306,4.7051,2,200.0
1,1.0405,4.5714,3,300.0
1,1.0505,4.4857,2,200.0
1,1.0605,4.4046,2,200.0
1,1.0705,4.3314,2,200.0
1,1.0805,4.2594,2,200.0
1,1.0905,4.1131,3,300.0
1,1.1005,4.0399,2,200.0
1,1.1105,3.9785,2,200.0
1,1.1205,3.9059,2,200.0
1,1.1305,3.8271,2,200.0
1,1.1405,3.7388,2,200.0
1,1.1505,3.6635,2,200.0
1,1.1605,3.5894,2,200.0
1,1.1705,3.4588,3,300.0
1,1.1805,3.3871,2,200.0
1,1.1905,3.3176,2,200.0
1,1.2005,3.24,2,200.0
1,1.2105,3.1671,2,200.0
1,1.2205,3.0523,3,300.0
1,1.2305,2.9506,2,200.0
1,1.2405,2.8344,2,200.0
1,1.2505,2.7131,2,200.0
1,1.2605,2.6,2,200.0
1,1.2705,2.5,2,200.0
1,1.2805,2.3951,2,200.0
1,1.2905,2.2541,3,300.0
1,1.3005,2.1738,2,200.0
1,1.3105,2.0736,2,200.0
1,1.3205,1.9659,2,200.0
1,1.3305,1.8806,2,200.0
1,1.3405,1.7806,2,200.0
1,1.3505,1.6306,3,300.0
1,1.3605,1.5667,2,200.0
1,1.3705,1.5097,2,200.0
1,1.3805,1.4431,2,200.0
1,1.3905,1.3403,2,200.0
1,1.4005,1.2125,3,300.0
1,1.4105,1.1347,2,200.0
1,1.4205,1.0653,2,200.0
1,1.4305,0.9948,2,200.0
1,1.4405,0.9293,2,200.0
1,1.4505,0.8509,2,200.0
1,1.4605,0.7839,2,200.0
1,1.4705,0.7342,2,200.0
1,1.4805,0.6571,2,200.0
1,1.4906,0.5988,2,200.0
1,1.5005,0.4894,3,300.0
1,1.5105,0.4199,2,200.0
1,1.5205,0.3764,2,200.0
1,1.5305,0.3242,2,200.0
1,1.5405,0.2571,2,200.0
1,1.5505,0.1888,2,200.0
1,1.5605,0.0981,3,300.0
1,1.5705,0.0472,2,200.0
1,1.5805,0.0137,2,200.0
1,1.5905,0.0,2,200.0
1,1.6005,0.0,2,200.0
1,1.6105,0.0,3,300.0
1,1.6205,0.0,2,200.0
1,1.6305,0.0,2,200.0
1,1.6405,0.0,2,200.0
1,1.6505,0.0,2,200.0
1,1.6605,0.0,3,300.0
1,1.6705,0.0,2,200.0
1,1.6805,0.0,2,200.0
1,1.6905,0.0,2,200.0
1,1.7005,0.0,2,200.0
1,1.7105,0.0,2,200.0
1,1.7205,0.0,2,200.0
1,1.7305,0.0,3,300.0
1,1.7405,0.0,2,200.0
1,1.7505,0.0,2,200.0
2,0.0034,0.0,2,200.0
2,0.0135,0.0,2,200.0
2,0.0234,0.0,3,300.0
2,0.0334,0.0,2,200.0
2,0.0434,0.0,2,200.0
2,0.0534,0.0037,2,200.0
2,0.0634,0.0435,2,200.0
2,0.0734,0.1441,2,200.0
2,0.0834,0.3255,3,300.0
2,0.0934,0.436,2,200.0
2,0.1034,0.5677,2,200.0
2,0.1134,0.6981,2,200.0
2,0.1234,0.8335,2,200.0
2,0.1334,1.1711,3,300.0
2,0.1434,1.4708,2,200.0
2,0.1534,1.7533,2,200.0
2,0.1634,2.1143,2,200.0
2,0.1734,2.5978,2,200.0
2,0.1834,3.3447,3,300.0
2,0.1934,3.7564,2,200.0
2,0.2034,4.2202,2,200.0
2,0.2134,4.7743,2,200.0
2,0.2234,5.6512,3,300.0
2,0.2334,6.2864,2,200.0
2,0.2434,6.9757,2,200.0
2,0.2534,7.7536,2,200.0
2,0.2634,8.724,2,200.0
2,0.2735,9.7271,2,200.0
2,0.2834,11.0997,3,300.0
2,0.2934,12.1814,2,200.0
2,0.3034,13.5303,2,200.0
2,0.3134,14.9084,2,200.0
2,0.3234,16.0826,2,200.0
2,0.3334,17.2218,2,200.0
2,0.3434,18.5223,2,200.0
2,0.3534,19.8814,2,200.0
2,0.3634,21.187,3,300.0
2,0.3734,21.5814,2,200.0
2,0.3834,22.0616,2,200.0
2,0.3934,22.6811,2,200.0
2,0.4034,23.0254,2,200.0
2,0.4135,23.1557,2,200.0
2,0.4234,23.3307,3,300.0
2,0.4334,23.3886,2,200.0
2,0.4434,23.4318,2,200.0
2,0.4534,23.4114,2,200.0
2,0.4634,23.4023,2,200.0
2,0.4734,23.3909,3,300.0
2,0.4834,23.3898,2,200.0
2,0.4934,23.3875,2,200.0
2,0.5034,23.3955,2,200.0
2,0.5134,23.3977,2,200.0
2,0.5234,23.4023,2,200.0
2,0.5334,23.4023,2,200.0
2,0.5434,23.3932,2,200.0
2,0.5534,23.3818,2,200.0
2,0.5634,23.3625,3,300.0
2,0.5734,23.3193,2,200.0
2,0.5834,23.242,2,200.0
2,0.5935,23.1102,3,300.0
2,0.6034,22.9958,2,200.0
2,0.6134,22.8404,2,200.0
2,0.6234,22.659,2,200.0
2,0.6334,22.4636,2,200.0
2,0.6434,22.2659,2,200.0
2,0.6535,22.0483,2,200.0
2,0.6635,21.7926,2,200.0
2,0.6734,21.4888,2,200.0
2,0.6834,20.9686,3,300.0
2,0.6934,20.4964,2,200.0
2,0.7034,19.9597,2,200.0
2,0.7134,19.4192,2,200.0
2,0.7234,18.846,2,200.0
2,0.7334,18.2068,2,200.0
2,0.7434,17.266,3,300.0
2,0.7534,16.5428,2,200.0
2,0.7634,15.6231,2,200.0
2,0.7734,14.6347,2,200.0
2,0.7834,13.6009,2,200.0
2,0.7934,12.3412,2,200.0
2,0.8034,10.127,3,300.0
2,0.8134,8.8714,2,200.0
2,0.8234,8.185,2,200.0
2,0.8334,7.8,2,200.0
2,0.8434,7.0104,2,200.0
2,0.8534,6.182,2,200.0
2,0.8635,5.7209,2,200.0
2,0.8734,5.4407,3,300.0
2,0.8834,5.3314,2,200.0
2,0.8934,5.2872,2,200.0
2,0.9034,5.2907,2,200.0
2,0.9134,5.2837,2,200.0
2,0.9234,5.2907,2,200.0
2,0.9334,5.2884,3,300.0
2,0.9434,5.2895,2,200.0
2,0.9534,5.3012,2,200.0
2,0.9634,5.2814,2,200.0
2,0.9734,5.2756,2,200.0
2,0.9834,5.2756,2,200.0
2,0.9934,5.2256,3,300.0
2,1.0034,5.1442,2,200.0
2,1.0134,5.0536,2,200.0
2,1.0234,4.9728,2,200.0
2,1.0334,4.8903,2,200.0
2,1.0435,4.8011,2,200.0
2,1.0534,4.6686,3,300.0
2,1.0634,4.584,2,200.0
2,1.0734,4.5109,2,200.0
2,1.0834,4.432,2,200.0
2,1.0934,4.3554,2,200.0
2,1.1034,4.2606,3,300.0
2,1.1134,4.1783,2,200.0
2,1.1234,4.0846,2,200.0
2,1.1334,4.0029,2,200.0
2,1.1435,3.9247,2,200.0
2,1.1535,3.8424,2,200.0
2,1.1634,3.7565,2,200.0
2,1.1734,3.6306,3,300.0
2,1.1834,3.5671,2,200.0
2,1.1934,3.4847,2,200.0
2,1.2034,3.3988,2,200.0
2,1.2134,3.3118,2,200.0
2,1.2234,3.2294,2,200.0
2,1.2334,3.1553,2,200.0
2,1.2434,3.0408,3,300.0
2,1.2534,2.9612,2,200.0
2,1.2634,2.8541,2,200.0
2,1.2734,2.7475,2,200.0
2,1.2834,2.6344,2,200.0
2,1.2935,2.5311,2,200.0
2,1.3034,2.3623,3,300.0
2,1.3134,2.2508,2,200.0
2,1.3234,2.159,2,200.0
2,1.3334,2.0745,2,200.0
2,1.3434,1.9938,2,200.0
2,1.3534,1.8861,3,300.0
2,1.3634,1.7972,2,200.0
2,1.3734,1.6958,2,200.0
2,1.3834,1.6167,2,200.0
2,1.3934,1.5319,2,200.0
2,1.4034,1.4069,3,300.0
2,1.4134,1.3306,2,200.0
2,1.4234,1.25,2,200.0
2,1.4334,1.1708,2,200.0
2,1.4434,1.0754,2,200.0
2,1.4534,0.9941,2,200.0
2,1.4635,0.8882,3,300.0
2,1.4734,0.8273,2,200.0
2,1.4834,0.7801,2,200.0
2,1.4934,0.718,2,200.0
2,1.5034,0.6584,2,200.0
2,1.5134,0.5851,3,300.0
2,1.5234,0.518,2,200.0
2,1.5334,0.4236,2,200.0
2,1.5434,0.3553,2,200.0
2,1.5534,0.3056,2,200.0
2,1.5634,0.2422,2,200.0
2,1.5734,0.1888,2,200.0
2,1.5834,0.1292,2,200.0
2,1.5934,0.0571,3,300.0
2,1.6034,0.0186,2,200.0
2,1.6134,0.0037,2,200.0
2,1.6234,0.0,2,200.0
2,1.6334,0.0,2,200.0
2,1.6434,0.0,3,300.0
2,1.6534,0.0,2,200.0
2,1.6634,0.0,2,200.0
2,1.6734,0.0,2,200.0
2,1.6834,0.0,2,200.0
2,1.6934,0.0,3,300.0
2,1.7034,0.0,2,200.0
2,1.7134,0.0,2,200.0
2,1.7234,0.0,2,200.0
2,1.7334,0.0,2,200.0
3,0.0025,0.0,2,200.0
3,0.0125,0.0,3,300.0
3,0.0225,0.0,2,200.0
3,0.0325,0.0,2,200.0
3,0.0425,0.0,2,200.0
3,0.0525,0.0,2,200.0
3,0.0626,0.0,2,200.0
3,0.0725,0.0298,3,300.0
3,0.0825,0.1031,2,200.0
3,0.0925,0.2261,2,200.0
3,0.1025,0.3491,2,200.0
3,0.1125,0.5366,3,300.0
3,0.1225,0.6807,2,200.0
3,0.1325,0.8955,2,200.0
3,0.1426,1.1442,2,200.0
3,0.1525,1.5681,3,300.0
3,0.1625,1.9132,2,200.0
3,0.1725,2.3971,2,200.0
3,0.1825,2.967,2,200.0
3,0.1925,3.5158,2,200.0
3,0.2025,3.996,2,200.0
3,0.2125,4.4965,2,200.0
3,0.2225,5.3663,3,300.0
3,0.2325,5.9759,2,200.0
3,0.2425,6.6452,2,200.0
3,0.2525,7.4315,2,200.0
3,0.2625,8.4266,2,200.0
3,0.2725,9.4732,2,200.0
3,0.2826,10.4599,2,200.0
3,0.2925,11.4171,2,200.0
3,0.3025,12.6812,2,200.0
3,0.3125,14.1335,2,200.0
3,0.3226,16.0953,3,300.0
3,0.3325,17.3414,2,200.0
3,0.3425,18.6348,2,200.0
3,0.3525,19.6569,2,200.0
3,0.3625,20.424,2,200.0
3,0.3725,21.0278,2,200.0
3,0.3825,21.6364,2,200.0
3,0.3925,22.4821,3,300.0
3,0.4025,22.7526,2,200.0
3,0.4125,22.8254,2,200.0
3,0.4225,22.974,2,200.0
3,0.4325,23.0989,2,200.0
3,0.4426,23.1636,3,300.0
3,0.4525,23.1557,2,200.0
3,0.4625,23.1659,2,200.0
3,0.4725,23.1716,2,200.0
3,0.4825,23.1682,2,200.0
3,0.4925,23.1693,2,200.0
3,0.5025,23.1625,2,200.0
3,0.5125,23.1545,2,200.0
3,0.5225,23.1466,3,300.0
3,0.5325,23.1455,2,200.0
3,0.5425,23.158,2,200.0
3,0.5525,23.1648,2,200.0
3,0.5625,23.1614,2,200.0
3,0.5726,23.0783,3,300.0
3,0.5825,22.988,2,200.0
3,0.5925,22.8855,2,200.0
3,0.6025,22.7815,2,200.0
3,0.6125,22.6358,2,200.0
3,0.6229,22.4462,2,200.0
3,0.6325,22.2543,2,200.0
3,0.6425,21.9818,3,300.0
3,0.6525,21.7905,2,200.0
3,0.6625,21.5509,2,200.0
3,0.6725,21.2793,2,200.0
3,0.6825,20.9433,2,200.0
3,0.6925,20.5091,2,200.0
3,0.7025,19.9906,2,200.0
3,0.7125,19.2136,3,300.0
3,0.7225,18.6119,2,200.0
3,0.7325,17.9652,2,200.0
3,0.7425,17.2977,2,200.0
3,0.7525,16.5114,2,200.0
3,0.7625,15.1501,3,300.0
3,0.7725,14.1872,2,200.0
3,0.7825,13.1056,2,200.0
3,0.7925,11.9857,2,200.0
3,0.8025,10.7518,2,200.0
3,0.8125,9.4103,2,200.0
3,0.8225,7.7657,3,300.0
3,0.8325,7.0308,2,200.0
3,0.8425,6.3258,2,200.0
3,0.8526,5.8427,2,200.0
3,0.8625,5.5023,3,300.0
3,0.8725,5.2965,2,200.0
3,0.8825,5.1837,2,200.0
3,0.8925,5.1012,2,200.0
3,0.9025,5.0535,2,200.0
3,0.9126,5.0221,2,200.0
3,0.9225,5.0209,3,300.0
3,0.9325,5.0198,2,200.0
3,0.9425,5.0256,2,200.0
3,0.9525,5.0267,2,200.0
3,0.9625,5.0267,2,200.0
3,0.9726,5.0198,2,200.0
3,0.9825,5.0163,2,200.0
3,0.9925,4.9578,3,300.0
3,1.0025,4.9006,2,200.0
3,1.0125,4.8217,2,200.0
3,1.0225,4.7303,2,200.0
3,1.0326,4.664,2,200.0
3,1.0425,4.56,3,300.0
3,1.0525,4.4743,2,200.0
3,1.0625,4.3966,2,200.0
3,1.0725,4.32,2,200.0
3,1.0825,4.24,2,200.0
3,1.0925,4.1211,3,300.0
3,1.1025,4.0479,2,200.0
3,1.1125,3.9645,2,200.0
3,1.1225,3.8835,2,200.0
3,1.1325,3.8035,2,200.0
3,1.1425,3.7176,2,200.0
3,1.1526,3.6435,2,200.0
3,1.1625,3.5376,3,300.0
3,1.1725,3.4529,2,200.0
3,1.1825,3.3529,2,200.0
3,1.1925,3.2753,2,200.0
3,1.2025,3.2106,2,200.0
3,1.2125,3.1071,3,300.0
3,1.2225,3.0213,2,200.0
3,1.2325,2.9307,2,200.0
3,1.2425,2.8262,2,200.0
3,1.2525,2.7279,2,200.0
3,1.2625,2.6344,2,200.0
3,1.2725,2.5262,2,200.0
3,1.2825,2.3508,3,300.0
3,1.2925,2.2508,2,200.0
3,1.3025,2.1508,2,200.0
3,1.3125,2.0561,2,200.0
3,1.3225,1.9582,2,200.0
3,1.3325,1.8389,3,300.0
3,1.3425,1.7667,2,200.0
3,1.3525,1.6708,2,200.0
3,1.3625,1.5806,2,200.0
3,1.3726,1.4931,2,200.0
3,1.3825,1.4306,2,200.0
3,1.3925,1.2903,3,300.0
3,1.4025,1.2097,2,200.0
3,1.4125,1.1431,2,200.0
3,1.4225,1.067,2,200.0
3,1.4325,0.9898,2,200.0
3,1.4425,0.9093,3,300.0
3,1.4525,0.8534,2,200.0
3,1.4625,0.7615,2,200.0
3,1.4726,0.6894,2,200.0
3,1.4825,0.6186,2,200.0
3,1.4926,0.5193,3,300.0
3,1.5025,0.4783,2,200.0
3,1.5125,0.4298,2,200.0
3,1.5225,0.3665,2,200.0
3,1.5325,0.3068,2,200.0
3,1.5425,0.2385,2,200.0
3,1.5525,0.1776,2,200.0
3,1.5626,0.123,2,200.0
3,1.5726,0.0683,2,200.0
3,1.5825,0.0137,3,300.0
3,1.5925,0.0,2,200.0
3,1.6025,0.0,2,200.0
3,1.6125,0.0,2,200.0
3,1.6225,0.0,2,200.0
3,1.6325,0.0,3,300.0
3,1.6425,0.0,2,200.0
3,1.6525,0.0,2,200.0
3,1.6625,0.0,2,200.0
3,1.6725,0.0,2,200.0
3,1.6825,0.0,3,300.0
3,1.6925,0.0,2,200.0
3,1.7025,0.0,2,200.0
3,1.7125,0.0,2,200.0
4,0.0055,0.0,2,200.0
4,0.0155,0.0,2,200.0
4,0.0255,0.0,2,200.0
4,0.0355,0.0,2,200.0
4,0.0455,0.0,2,200.0
4,0.0555,0.0,3,300.0
4,0.0655,0.0,2,200.0
4,0.0755,0.0,2,200.0
4,0.0855,0.0398,2,200.0
4,0.0955,0.1217,2,200.0
4,0.1055,0.241,2,200.0
4,0.1155,0.4174,3,300.0
4,0.1255,0.5901,2,200.0
4,0.1355,0.8164,2,200.0
4,0.1455,1.123,2,200.0
4,0.1555,1.4014,2,200.0
4,0.1655,1.7226,2,200.0
4,0.1755,2.4138,3,300.0
4,0.1855,2.9634,2,200.0
4,0.1955,3.4755,2,200.0
4,0.2055,3.9474,2,200.0
4,0.2155,4.4918,2,200.0
4,0.2255,5.1192,2,200.0
4,0.2355,6.087,3,300.0
4,0.2455,6.7636,2,200.0
4,0.2555,7.6906,2,200.0
4,0.2655,8.6615,2,200.0
4,0.2755,9.6147,2,200.0
4,0.2856,10.5272,2,200.0
4,0.2955,11.5809,2,200.0
4,0.3055,12.9858,2,200.0
4,0.3155,14.5288,2,200.0
4,0.3255,16.3904,3,300.0
4,0.3355,17.5901,2,200.0
4,0.3455,18.9341,2,200.0
4,0.3555,20.0921,2,200.0
4,0.3655,20.8604,2,200.0
4,0.3755,21.3129,2,200.0
4,0.3855,21.989,3,300.0
4,0.3955,22.2786,2,200.0
4,0.4055,22.4127,2,200.0
4,0.4155,22.5723,2,200.0
4,0.4255,22.7353,2,200.0
4,0.4355,22.8728,2,200.0
4,0.4455,22.9121,3,300.0
4,0.4555,22.904,2,200.0
4,0.4655,22.9029,2,200.0
4,0.4755,22.8913,2,200.0
4,0.4855,22.889,2,200.0
4,0.4955,22.9029,3,300.0
4,0.5055,22.9168,2,200.0
4,0.5155,22.9133,2,200.0
4,0.5255,22.9029,2,200.0
4,0.5355,22.8971,2,200.0
4,0.5455,22.9017,2,200.0
4,0.5555,22.8971,2,200.0
4,0.5655,22.8775,3,300.0
4,0.5755,22.8092,2,200.0
4,0.5855,22.7052,2,200.0
4,0.5955,22.615,2,200.0
4,0.6055,22.4902,2,200.0
4,0.6155,22.2393,3,300.0
4,0.6255,22.0724,2,200.0
4,0.6355,21.9098,2,200.0
4,0.6455,21.7776,2,200.0
4,0.6555,21.594,2,200.0
4,0.6655,21.3552,2,200.0
4,0.6755,21.0647,2,200.0
4,0.6855,20.4353,3,300.0
4,0.6955,19.9365,2,200.0
4,0.7055,19.4418,2,200.0
4,0.7155,18.9075,2,200.0
4,0.7256,18.3418,2,200.0
4,0.7355,17.4117,3,300.0
4,0.7455,16.7189,2,200.0
4,0.7555,15.9,2,200.0
4,0.7655,14.9693,2,200.0
4,0.7755,14.013,2,200.0
4,0.7855,12.3258,3,300.0
4,0.7954,11.0402,2,200.0
4,0.8055,9.6568,2,200.0
4,0.8155,8.3724,2,200.0
4,0.8255,7.779,2,200.0
4,0.8355,7.5895,2,200.0
4,0.8455,6.4791,3,300.0
4,0.8555,5.8071,2,200.0
4,0.8655,5.5151,2,200.0
4,0.8755,5.2957,2,200.0
4,0.8855,5.0045,2,200.0
4,0.8955,4.9086,2,200.0
4,0.9055,4.84,3,300.0
4,0.9155,4.832,2,200.0
4,0.9255,4.8309,2,200.0
4,0.9355,4.8286,2,200.0
4,0.9455,4.8366,2,200.0
4,0.9555,4.8446,3,300.0
4,0.9655,4.848,2,200.0
4,0.9754,4.8446,2,200.0
4,0.9855,4.832,2,200.0
4,0.9955,4.7886,2,200.0
4,1.0055,4.7166,2,200.0
4,1.0156,4.648,2,200.0
4,1.0255,4.5703,2,200.0
4,1.0355,4.4377,3,300.0
4,1.0455,4.36,2,200.0
4,1.0555,4.2754,2,200.0
4,1.0655,4.1897,2,200.0
4,1.0755,4.112,2,200.0
4,1.0855,4.0213,3,300.0
4,1.0955,3.9421,2,200.0
4,1.1055,3.8506,2,200.0
4,1.1155,3.7671,2,200.0
4,1.1255,3.6976,2,200.0
4,1.1355,3.5812,3,300.0
4,1.1455,3.4918,2,200.0
4,1.1555,3.4188,2,200.0
4,1.1655,3.3565,2,200.0
4,1.1755,3.2776,2,200.0
4,1.1855,3.1424,3,300.0
4,1.1955,3.065,2,200.0
4,1.2055,2.9765,2,200.0
4,1.2155,2.8607,2,200.0
4,1.2255,2.7475,2,200.0
4,1.2355,2.5934,3,300.0
4,1.2455,2.4902,2,200.0
4,1.2555,2.3918,2,200.0
4,1.2655,2.2721,2,200.0
4,1.2755,2.1836,2,200.0
4,1.2855,2.0855,2,200.0
4,1.2955,1.9612,3,300.0
4,1.3055,1.8681,2,200.0
4,1.3155,1.7792,2,200.0
4,1.3255,1.7056,2,200.0
4,1.3355,1.6347,2,200.0
4,1.3455,1.5486,2,200.0
4,1.3555,1.4333,3,300.0
4,1.3655,1.3556,2,200.0
4,1.3755,1.2736,2,200.0
4,1.3855,1.1861,2,200.0
4,1.3955,1.0611,3,300.0
4,1.4055,0.9901,2,200.0
4,1.4155,0.9281,2,200.0
4,1.4255,0.8559,2,200.0
4,1.4355,0.7826,2,200.0
4,1.4455,0.7205,2,200.0
4,1.4555,0.6658,2,200.0
4,1.4655,0.5776,3,300.0
4,1.4755,0.5205,2,200.0
4,1.4855,0.4609,2,200.0
4,1.4955,0.4,2,200.0
4,1.5055,0.3416,2,200.0
4,1.5155,0.2857,2,200.0
4,1.5255,0.1789,3,300.0
4,1.5355,0.1193,2,200.0
4,1.5455,0.0708,2,200.0
4,1.5555,0.0261,2,200.0
4,1.5655,0.0062,2,200.0
4,1.5755,0.0,2,200.0
4,1.5855,0.0,3,300.0
4,1.5955,0.0,2,200.0
4,1.6055,0.0,2,200.0
4,1.6155,0.0,2,200.0
4,1.6255,0.0,2,200.0
4,1.6355,0.0,3,300.0
4,1.6455,0.0,2,200.0
4,1.6555,0.0,2,200.0
4,1.6654,0.0,2,200.0
4,1.6755,0.0,2,200.0
4,1.6855,0.0,2,200.0
5,0.0023,0.0,2,200.0
5,0.0123,0.0,2,200.0
5,0.0223,0.0,2,200.0
5,0.0323,0.0,2,200.0
5,0.0423,0.0,3,300.0
5,0.0523,0.0,2,200.0
5,0.0623,0.0,2,200.0
5,0.0723,0.0,2,200.0
5,0.0823,0.0534,3,300.0
5,0.0923,0.1404,2,200.0
5,0.1023,0.2522,2,200.0
5,0.1123,0.3602,2,200.0
5,0.1223,0.4807,2,200.0
5,0.1323,0.7839,3,300.0
5,0.1423,1.0667,2,200.0
5,0.1523,1.3528,2,200.0
5,0.1623,1.6792,2,200.0
5,0.1723,2.0865,2,200.0
5,0.1823,2.6358,2,200.0
5,0.1923,3.1712,2,200.0
5,0.2023,3.6452,2,200.0
5,0.2124,4.1616,2,200.0
5,0.2223,5.1214,3,300.0
5,0.2323,5.758,2,200.0
5,0.2423,6.377,2,200.0
5,0.2523,7.1009,2,200.0
5,0.2623,8.589,3,300.0
5,0.2723,9.5426,2,200.0
5,0.2823,10.4001,2,200.0
5,0.2923,11.5007,2,200.0
5,0.3023,12.8814,2,200.0
5,0.3123,14.2806,2,200.0
5,0.3223,15.9466,3,300.0
5,0.3323,17.1157,2,200.0
5,0.3423,18.414,2,200.0
5,0.3523,19.4731,2,200.0
5,0.3623,20.2133,2,200.0
5,0.3723,20.8229,2,200.0
5,0.3823,21.7001,3,300.0
5,0.3923,22.1823,2,200.0
5,0.4023,22.4786,2,200.0
5,0.4123,22.5803,2,200.0
5,0.4223,22.7295,2,200.0
5,0.4323,22.8994,3,300.0
5,0.4423,22.9283,2,200.0
5,0.4523,22.9179,2,200.0
5,0.4623,22.9145,2,200.0
5,0.4723,22.9202,3,300.0
5,0.4823,22.9249,2,200.0
5,0.4923,22.9295,2,200.0
5,0.5023,22.9249,3,300.0
5,0.5123,22.9145,2,200.0
5,0.5223,22.9121,2,200.0
5,0.5323,22.9087,2,200.0
5,0.5423,22.904,2,200.0
5,0.5523,22.9145,2,200.0
5,0.5623,22.9133,3,300.0
5,0.5723,22.8613,2,200.0
5,0.5823,22.7699,2,200.0
5,0.5923,22.6671,2,200.0
5,0.6023,22.5572,2,200.0
5,0.6123,22.4197,2,200.0
5,0.6223,22.1477,3,300.0
5,0.6323,21.9784,2,200.0
5,0.6423,21.8336,2,200.0
5,0.6523,21.6483,2,200.0
5,0.6623,21.4078,2,200.0
5,0.6723,21.117,2,200.0
5,0.6823,20.5932,3,300.0
5,0.6923,20.1295,2,200.0
5,0.7023,19.618,2,200.0
5,0.7123,19.1027,2,200.0
5,0.7223,18.5594,2,200.0
5,0.7323,17.61,3,300.0
5,0.7423,16.9441,2,200.0
5,0.7523,16.1993,2,200.0
5,0.7623,15.3293,2,200.0
5,0.7723,14.3911,2,200.0
5,0.7823,12.7716,3,300.0
5,0.7923,11.5943,2,200.0
5,0.8023,10.2414,2,200.0
5,0.8123,8.9914,2,200.0
5,0.8223,7.5987,3,300.0
5,0.8323,6.8521,2,200.0
5,0.8423,6.1203,2,200.0
5,0.8523,5.5919,2,200.0
5,0.8623,5.3233,2,200.0
5,0.8724,5.1803,2,200.0
5,0.8823,5.0064,2,200.0
5,0.8923,4.9051,3,300.0
5,0.9023,4.8926,2,200.0
5,0.9123,4.8743,2,200.0
5,0.9223,4.8663,2,200.0
5,0.9323,4.8663,3,300.0
