cycle,time_s,position_mm,raw_value
10,0.4839,12.9405,8299
10,0.4888,12.7917,8324
10,0.4927,12.6667,8345
10,0.497,12.4881,8375
10,0.5019,12.3333,8401
10,0.5068,12.0893,8442
10,0.5117,11.9636,8467
10,0.5156,11.8327,8503
10,0.5199,11.6836,8544
10,0.5248,11.5491,8581
10,0.5297,11.3782,8628
10,0.5346,11.2582,8661
10,0.5397,11.0655,8714
10,0.5445,10.964,8741
10,0.5494,10.828,8775
10,0.5533,10.672,8814
10,0.5576,10.496,8858
10,0.5624,10.356,8893
10,0.5663,10.264,8916
10,0.5705,10.068,8965
10,0.5755,9.8812,9006
10,0.5803,9.703,9042
10,0.5853,9.4653,9090
10,0.5902,9.302,9123
10,0.5941,9.1287,9158
10,0.5983,8.9427,9200
10,0.6033,8.7849,9244
10,0.6081,8.6523,9281
10,0.613,8.4767,9330
10,0.6179,8.3763,9358
10,0.6218,8.2688,9388
10,0.626,8.0753,9442
10,0.6309,7.9785,9465
10,0.6358,7.9355,9469
10,0.6397,7.8172,9480
10,0.6439,7.4839,9511
10,0.6488,7.4409,9515
10,0.6537,7.2581,9532
10,0.6586,7.0968,9547
10,0.6636,6.8295,9571
10,0.6675,6.7273,9580
10,0.6717,6.5795,9593
10,0.6766,6.3636,9612
10,0.6816,6.1932,9627
10,0.6864,5.989,9646
10,0.6903,5.9396,9655
10,0.6946,5.8242,9676
10,0.6995,5.6593,9706
10,0.7044,5.478,9739
10,0.7093,5.3462,9763
10,0.7142,5.1868,9792
10,0.7182,5.0659,9814
10,0.7224,4.9277,9838
10,0.7274,4.7349,9870
10,0.7321,4.6325,9887
10,0.736,4.4398,9919
10,0.7402,4.2831,9945
10,0.7452,4.0964,9976
10,0.7501,3.9653,9997
10,0.755,3.7569,10027
10,0.7601,3.5903,10051
10,0.765,3.3194,10090
10,0.7699,3.1389,10116
10,0.7748,3.0486,10129
10,0.7787,2.9054,10150
10,0.783,2.6757,10184
10,0.7878,2.6351,10190
10,0.7917,2.4189,10222
10,0.7956,2.2635,10245
10,0.7998,2.0946,10270
10,0.8047,2.0,10284
10,0.8097,1.8562,10307
10,0.8145,1.75,10324
10,0.8184,1.6438,10341
10,0.8226,1.4688,10369
10,0.8276,1.3313,10391
10,0.8325,1.2125,10410
10,0.8374,1.075,10432
10,0.8423,0.9708,10449
10,0.8462,0.8596,10468
10,0.8504,0.7485,10487
10,0.8554,0.655,10503
10,0.8602,0.5263,10525
10,0.8651,0.4327,10541
10,0.87,0.345,10556
10,0.874,0.2222,10577
