cycle,time_s,position_mm,read_count,raw_rate_hz
1,1.1197,4.4423,2,200.0
1,1.1297,4.3303,3,300.0
1,1.1397,4.2491,2,200.0
1,1.1497,4.1691,2,200.0
1,1.1597,4.0994,2,200.0
1,1.1697,4.0316,2,200.0
1,1.1798,3.8906,3,300.0
1,1.1897,3.8129,2,200.0
1,1.1997,3.7447,2,200.0
1,1.2097,3.6671,2,200.0
1,1.2197,3.5812,2,200.0
1,1.2297,3.4871,2,200.0
1,1.2397,3.3988,3,300.0
1,1.2497,3.3353,2,200.0
1,1.2597,3.2388,2,200.0
1,1.2697,3.1529,2,200.0
1,1.2797,3.056,2,200.0
1,1.2897,2.9445,3,300.0
1,1.2997,2.8574,2,200.0
1,1.3097,2.7164,2,200.0
1,1.3197,2.6131,2,200.0
1,1.3297,2.5377,2,200.0
1,1.3398,2.4361,2,200.0
1,1.3497,2.2721,3,300.0
1,1.3597,2.1656,2,200.0
1,1.3697,2.0594,2,200.0
1,1.3797,1.9745,2,200.0
1,1.3897,1.8875,2,200.0
1,1.3997,1.7903,2,200.0
1,1.4098,1.7042,2,200.0
1,1.4197,1.6139,2,200.0
1,1.4297,1.5042,3,300.0
1,1.4397,1.4264,2,200.0
1,1.4497,1.3333,2,200.0
1,1.4597,1.2597,2,200.0
1,1.4697,1.1736,2,200.0
1,1.4797,1.0972,2,200.0
1,1.4898,0.9793,3,300.0
1,1.4997,0.9168,2,200.0
1,1.5097,0.841,2,200.0
1,1.5197,0.7652,2,200.0
1,1.5297,0.7081,2,200.0
1,1.5397,0.6584,2,200.0
1,1.5497,0.5963,2,200.0
1,1.5598,0.5193,2,200.0
1,1.5697,0.436,3,300.0
1,1.5797,0.3665,2,200.0
1,1.5897,0.3031,2,200.0
1,1.5997,0.2472,2,200.0
1,1.6097,0.1776,2,200.0
1,1.6197,0.123,2,200.0
1,1.6297,0.072,2,200.0
1,1.6397,0.005,3,300.0
1,1.6497,0.0,2,200.0
1,1.6597,0.0,2,200.0
1,1.6697,0.0,2,200.0
1,1.6797,0.0,2,200.0
1,1.6897,0.0,2,200.0
1,1.6997,0.0559,2,200.0
